FIPS,without_decimal,Percent_Below_Poverty
13253,2373,23.73
13005,2376,23.76
29149,2377,23.77
6107,2379,23.79
21171,2379,23.79
5113,2380,23.8
51640,2381,23.81
29001,2382,23.82
13155,2387,23.87
51690,2390,23.9
40075,2396,23.96
13189,2396,23.96
35017,2396,23.96
28147,2399,23.99
28143,2399,23.99
28029,2400,24
13075,2401,24.01
35039,2405,24.05
51730,2407,24.07
21041,2408,24.08
6025,2409,24.09
51540,2409,24.09
13101,2411,24.11
13093,2412,24.12
12049,2413,24.13
29223,2414,24.14
21053,2414,24.14
12133,2415,24.15
28031,2417,24.17
1065,2418,24.18
22001,2418,24.18
13019,2419,24.19
21009,2422,24.22
13315,2423,24.23
29229,2424,24.24
5093,2432,24.32
37095,2433,24.33
37017,2433,24.33
42101,2434,24.34
13087,2435,24.35
5067,2436,24.36
22009,2436,24.36
48041,2437,24.37
22117,2439,24.39
13185,2440,24.4
21135,2441,24.41
1087,2442,24.42
1109,2443,24.43
48351,2443,24.43
48229,2445,24.45
37103,2447,24.47
13163,2463,24.63
22073,2471,24.71
48385,2471,24.71
48347,2477,24.77
48405,2480,24.8
47091,2486,24.86
13071,2488,24.88
5123,2489,24.89
13299,2490,24.9
35041,2491,24.91
13021,2492,24.92
28065,2493,24.93
21195,2494,24.94
49037,2495,24.95
5027,2499,24.99
45005,2501,25.01
45061,2503,25.03
22029,2505,25.05
22021,2514,25.14
48437,2515,25.15
37153,2516,25.16
13049,2518,25.18
5147,2521,25.21
21231,2526,25.26
29133,2527,25.27
17003,2528,25.28
12051,2530,25.3
29215,2532,25.32
22081,2533,25.33
21043,2534,25.34
37189,2535,25.35
2290,2536,25.36
29181,2539,25.39
21085,2542,25.42
54045,2542,25.42
13193,2546,25.46
21045,2547,25.47
51105,2548,25.48
30003,2551,25.51
28091,2552,25.52
31173,2552,25.52
28123,2553,25.53
51530,2553,25.53
28025,2554,25.54
48079,2556,25.56
53001,2561,25.61
28101,2563,25.63
28099,2565,25.65
51051,2568,25.68
29069,2570,25.7
13309,2572,25.72
35023,2579,25.79
37083,2580,25.8
13269,2583,25.83
5073,2590,25.9
48115,2594,25.94
28035,2595,25.95
26073,2601,26.01
54101,2607,26.07
47027,2608,26.08
21193,2611,26.11
2188,2611,26.11
35006,2613,26.13
22097,2620,26.2
40107,2631,26.31
45089,2637,26.37
45069,2637,26.37
28079,2641,26.41
35013,2642,26.42
13031,2642,26.42
48145,2647,26.47
21127,2651,26.51
17077,2651,26.51
53075,2653,26.53
35051,2665,26.65
28005,2668,26.68
28007,2668,26.68
40119,2680,26.8
1085,2681,26.81
13301,2684,26.84
12027,2684,26.84
13109,2689,26.89
47135,2694,26.94
48323,2694,26.94
51595,2697,26.97
48489,2697,26.97
5095,2708,27.08
13175,2709,27.09
13261,2710,27.1
28097,2711,27.11
21201,2712,27.12
38079,2712,27.12
48273,2718,27.18
37165,2726,27.26
13037,2729,27.29
8023,2732,27.32
51678,2735,27.35
28125,2738,27.38
29155,2739,27.39
29203,2745,27.45
54015,2746,27.46
48479,2749,27.49
13283,2749,27.49
35029,2768,27.68
37155,2770,27.7
40023,2771,27.71
40001,2780,27.8
12079,2781,27.81
8025,2788,27.88
4017,2790,27.9
21205,2792,27.92
1099,2794,27.94
36005,2801,28.01
21181,2805,28.05
45011,2814,28.14
51720,2816,28.16
21075,2824,28.24
35047,2824,28.24
2050,2826,28.26
22067,2829,28.29
21153,2829,28.29
51660,2831,28.31
30085,2834,28.34
51027,2836,28.36
22013,2842,28.42
13095,2843,28.43
28069,2853,28.53
47095,2857,28.57
47067,2857,28.57
22039,2866,28.66
54059,2871,28.71
1011,2887,28.87
5017,2888,28.88
48061,2888,28.88
13271,2891,28.91
22041,2897,28.97
1047,2907,29.07
5041,2914,29.14
21237,2920,29.2
8011,2954,29.54
29153,2957,29.57
48109,2957,29.57
13017,2962,29.62
13059,2964,29.64
35053,2968,29.68
48215,2969,29.69
22119,2983,29.83
12047,2993,29.93
1131,3005,30.05
28105,3015,30.15
39009,3016,30.16
13003,3027,30.27
21189,3032,30.32
22061,3035,30.35
13165,3046,30.46
30005,3046,30.46
22083,3046,30.46
13099,3053,30.53
21063,3058,30.58
48247,3061,30.61
1005,3067,30.67
21071,3067,30.67
13043,3079,30.79
1105,3085,30.85
21065,3085,30.85
16065,3086,30.86
48101,3091,30.91
30035,3105,31.05
21119,3123,31.23
46041,3129,31.29
28001,3155,31.55
28135,3169,31.69
28133,3172,31.72
1119,3176,31.76
28163,3183,31.83
13081,3187,31.87
38005,3191,31.91
21109,3202,32.02
22069,3230,32.3
13273,3237,32.37
28103,3246,32.46
45033,3259,32.59
13243,3289,32.89
28113,3300,33
54047,3315,33.15
21121,3324,33.24
21147,3343,33.43
13287,3358,33.58
22027,3358,33.58
21133,3365,33.65
48127,3367,33.67
48507,3378,33.78
28151,3388,33.88
21025,3442,34.42
13259,3449,34.49
5107,3454,34.54
48505,3455,34.55
21129,3460,34.6
28157,3467,34.67
48427,3471,34.71
22107,3474,34.74
28027,3476,34.76
35031,3482,34.82
28011,3495,34.95
55078,3531,35.31
4001,3546,35.46
21013,3550,35.5
28119,3561,35.61
46007,3593,35.93
21095,3598,35.98
28055,3603,36.03
51750,3631,36.31
28053,3639,36.39
22065,3645,36.45
21051,3660,36.6
28083,3675,36.75
28063,3764,37.64
21131,3800,38
1063,3810,38.1
38085,3822,38.22
48377,3898,38.98
2270,3901,39.01
2158,3901,39.01
13061,3948,39.48
46017,3966,39.66
13065,4017,40.17
28021,4105,41.05
48047,4144,41.44
28051,4235,42.35
46137,4251,42.51
22035,4460,44.6
46031,4477,44.77
46071,4539,45.39
46113,4617,46.17
46095,5281,52.81
46121,5545,55.45
