subregion,region,FIPS,geometry
Lincoln,Oklahoma,40081,"list(list(c(-97.1410080719077, -97.1394239043819, -97.1406386054985, -96.6193300497203, -96.615824729392, -96.6167558033927, -97.1410080719077, 35.4699440096386, 35.7232338511838, 35.9474908440846, 35.9465438662437, 35.6427129677457, 35.4688211052799, 35.4699440096386)))"
Independence,Arkansas,5063,"list(list(c(-91.7927298232383, -91.784413772592, -91.8095228278774, -91.8248278132879, -91.8262088571752, -91.8568571629853, -91.8689960927216, -91.8618243415024, -91.8648382487126, -91.8467410255767, -91.844154812516, -91.7547671496884, -91.716115482414, -91.466008895484, -91.466039149043, -91.3603997301802, -91.2093029919704, -91.2096233481503, -91.2236923927879, -91.2139188354921, -91.2177183509604, -91.2028405416591, -91.2387836865357, -91.2349764004615, -91.2564156057895, -91.2574379067037, 
-91.2357163693608, -91.2814481465087, -91.2893980980084, -91.3175588774529, -91.3302620567868, -91.3322226324632, -91.3453074003516, -91.3562252052705, -91.336822831165, -91.321662897065, -91.3181227126181, -91.3263855087119, -91.3676081586594, -91.3695454225181, -91.5742705830189, -91.7927298232383, 35.5401144459977, 35.7154858318299, 35.7027408466361, 35.702897087619, 35.748257170784, 35.7676236964942, 35.7932502223296, 35.7997503859817, 35.8237443593183, 35.8440725752166, 35.8704430588623, 35.9388811681427, 
35.9387019261663, 35.93674160951, 35.8940865260682, 35.893972039141, 35.8926101627483, 35.8817156178432, 35.8760661801267, 35.8707638294745, 35.8629934307755, 35.8577636057785, 35.8409067785627, 35.8232641358728, 35.8179580035257, 35.812949433581, 35.8060105933231, 35.7967105767517, 35.772995050127, 35.7648508334794, 35.7510419487279, 35.7147037980506, 35.7167751307633, 35.6998114836182, 35.6470093875602, 35.6522392643613, 35.6463914689779, 35.6367365947364, 35.6329142854908, 35.5271307477903, 35.5314329696572, 
35.5401144459977)))"
Randolph,North Carolina,37151,"list(list(c(-79.764748746301, -80.0641782181966, -80.042366438217, -79.5375636854834, -79.5407300001776, -79.5551071752418, -79.764748746301, 35.5060724575643, 35.5058380960899, 35.916949669028, 35.8911053072068, 35.8371278292981, 35.5131937516492, 35.5060724575643)))"
Loudon,Tennessee,47105,"list(list(c(-84.1810126990991, -84.2407920740123, -84.2553955809248, -84.318005891181, -84.3606565194755, -84.362777532262, -84.3412004763852, -84.3415284995629, -84.3567575920555, -84.3671950699207, -84.3948836037418, -84.3962800334288, -84.4161633044323, -84.4184141381417, -84.4365044195364, -84.4355658857539, -84.4536256545694, -84.4535111158382, -84.4887379144575, -84.4896536026586, -84.5048292333826, -84.5069425791713, -84.523514328758, -84.4915607683703, -84.5030740089184, -84.5229114333471, 
-84.5409710467504, -84.5391933911372, -84.5498979188257, -84.5495392794607, -84.5744045967407, -84.574709877945, -84.5636544296934, -84.5467240407417, -84.5474261408881, -84.5243310194397, -84.4481406428741, -84.4251823876978, -84.4091143287865, -84.381837637079, -84.3750243180085, -84.3829975813259, -84.3783360984455, -84.3483588621623, -84.3273088605826, -84.2867945272663, -84.2876950886878, -84.2657364960605, -84.2662172893505, -84.1538444332461, -84.1723770693335, -84.1689356751898, -84.1536225565452, 
-84.1684010575029, -84.1538356265594, -84.1324950561225, -84.1306028099741, -84.1445957544778, -84.1810126990991, 35.6140318167251, 35.6180665225324, 35.6364377890369, 35.6741870817484, 35.6724088044868, 35.6661374592769, 35.6665649980144, 35.6534005037093, 35.654514135145, 35.6426999131278, 35.6438935300004, 35.6653129979893, 35.6648053702069, 35.6735333147708, 35.674311256031, 35.6629091869515, 35.6641334200114, 35.6573127447674, 35.6560801194531, 35.6679361991341, 35.6699386842785, 35.6550346621332, 
35.6530051352803, 35.6389330342044, 35.6276032317599, 35.636163279432, 35.6373761674073, 35.647302028579, 35.6482021755682, 35.6363728267715, 35.6374102026612, 35.6501436873581, 35.6633159004651, 35.6621525371515, 35.6862652453466, 35.6925673103518, 35.763864950805, 35.7506205228671, 35.7785560065441, 35.7705683417037, 35.7789073933436, 35.7869754580531, 35.814037162997, 35.8372767659115, 35.8877076356724, 35.8813947436229, 35.9014257597469, 35.8981873338298, 35.9077508257457, 35.8073227378379, 35.8022488429995, 
35.7784642615903, 35.7700493170326, 35.7293577102934, 35.6782564444581, 35.667289684722, 35.6458473711517, 35.6242063890902, 35.6140318167251)))"
Jackson,Arkansas,5067,"list(list(c(-91.3538355367354, -91.5752007245469, -91.5742705830189, -91.3695454225181, -91.3676081586594, -91.3263855087119, -91.3181227126181, -91.321662897065, -91.336822831165, -91.3562252052705, -91.3453074003516, -91.3322226324632, -91.3302620567868, -91.3175588774529, -91.2893980980084, -91.2814481465087, -91.2357163693608, -91.2574379067037, -91.2564156057895, -91.2349764004615, -91.2387836865357, -91.2028405416591, -91.2177183509604, -91.2139188354921, -91.2236923927879, -91.2096233481503, 
-91.2093029919704, -91.0366059896741, -91.0380935944705, -91.0388858336456, -91.039457853849, -91.2481350409101, -91.2495773689761, -91.3399115952122, -91.3538355367354, 35.4388642797881, 35.4410835130335, 35.5314329696572, 35.5271307477903, 35.6329142854908, 35.6367365947364, 35.6463914689779, 35.6522392643613, 35.6470093875602, 35.6998114836182, 35.7167751307633, 35.7147037980506, 35.7510419487279, 35.7648508334794, 35.772995050127, 35.7967105767517, 35.8060105933231, 35.812949433581, 35.8179580035257, 
35.8232641358728, 35.8409067785627, 35.8577636057785, 35.8629934307755, 35.8707638294745, 35.8760661801267, 35.8817156178432, 35.8926101627483, 35.8899741142017, 35.7111713842096, 35.4420233937209, 35.3584909860584, 35.3592154137459, 35.4468067197021, 35.4467949083811, 35.4388642797881)))"
San Miguel,New Mexico,35047,"list(list(c(-105.70527461315, -105.703986350297, -105.710204440955, -105.706352707015, -105.698898675585, -105.713104897319, -105.359684064032, -105.217591075092, -105.201011762115, -105.161261382969, -105.116414315206, -105.055666981816, -105.026918537348, -105.015733423586, -105.001656815559, -104.972793728751, -104.950301399106, -104.940306534953, -104.919752090815, -104.361231761039, -104.01900650593, -103.967643992324, -103.710322086977, -103.625641235565, -103.624367218823, -103.624695708237, 
-103.842680527063, -103.842192222188, -104.110636817429, -104.110560924511, -105.276684927151, -105.27763687818, -105.70527461315, 35.0474232704676, 35.2999362586374, 35.2996577601214, 35.6641952222304, 35.6662590433575, 35.8882007583238, 35.8888030838903, 35.8553106845112, 35.8348033302447, 35.8348872527885, 35.8234433778492, 35.7905574483598, 35.7868762533176, 35.7728765224848, 35.7923845768307, 35.8013984278882, 35.7974577464125, 35.8039273456812, 35.7955006934107, 35.7940603338983, 35.7915427611899, 
35.8125499208289, 35.4291377605601, 35.4275851934983, 35.39752248055, 35.2484256372825, 35.2436265110694, 35.26769658454, 35.1441444167256, 35.2159616516943, 35.2177158918817, 35.0473716218403, 35.0474232704676)))"
Blount,Tennessee,47009,"list(list(c(-83.672766272844, -83.7757747199561, -83.8300980934361, -83.881125383103, -83.9099126287964, -83.9546078589193, -83.9590708805247, -83.9365554980815, -83.933076183381, -83.9665167787206, -83.9815017187755, -84.0026204643155, -83.986956787736, -83.9942736938737, -84.008007203748, -84.0508942138744, -84.066085074986, -84.0972527680954, -84.1087204210888, -84.128138180994, -84.1733294865985, -84.1810126990991, -84.1445957544778, -84.1306028099741, -84.1324950561225, -84.1538356265594, -84.1684010575029, 
-84.1536225565452, -84.1689356751898, -84.1723770693335, -84.1538444332461, -84.1357616634371, -84.1296198283258, -84.1408288237504, -84.1349081918874, -84.1264009843356, -84.1146202795319, -84.0827509007083, -84.0504308785457, -84.0415349334819, -84.0087116350762, -84.0183714307014, -83.9939105993613, -83.9798030643224, -83.9540376000532, -83.8590547383384, -83.7889385926127, -83.7300047632311, -83.729081149012, -83.705840872645, -83.6632444313758, -83.672766272844, 35.5650623907206, 35.5526929330087, 
35.5191493512387, 35.5106719828136, 35.4765642550541, 35.4555442998173, 35.4711119317077, 35.4773303849933, 35.4862568426363, 35.5010113065197, 35.4894371962252, 35.5104251365657, 35.5392415479333, 35.5554919570634, 35.5456764902997, 35.5476591344969, 35.5410861343654, 35.5566035681416, 35.5866744661281, 35.5843737969328, 35.6023247254614, 35.6140318167251, 35.6242063890902, 35.6458473711517, 35.667289684722, 35.6782564444581, 35.7293577102934, 35.7700493170326, 35.7784642615903, 35.8022488429995, 
35.8073227378379, 35.7978740436734, 35.8044125423146, 35.8549037119775, 35.8582721660336, 35.8578870030004, 35.8396339015098, 35.8481793404427, 35.831250246592, 35.8522044625027, 35.8502328007619, 35.8738607785599, 35.8818147707747, 35.872530140003, 35.8749605783171, 35.8445861604635, 35.8848666503458, 35.7847479361615, 35.7669753689407, 35.7217490956096, 35.6851062853763, 35.5650623907206)))"
Chatham,North Carolina,37037,"list(list(c(-79.5551071752418, -79.5407300001776, -79.2377291059994, -79.2459309287388, -79.0951017583927, -79.0178675304325, -78.9054461857472, -78.9441660789415, -78.9386194204393, -78.9985475247498, -78.9208111602353, -78.9742278594172, -79.038238122035, -79.067030081896, -79.1323455472874, -79.1939857751012, -79.2094742504193, -79.2202471594398, -79.2268767813864, -79.2758360537992, -79.2858761428779, -79.3051101020512, -79.3147538384242, -79.3126025720786, -79.3312948682155, -79.3426935182284, 
-79.5551071752418, 35.5131937516492, 35.8371278292981, 35.8373882482043, 35.8682942273066, 35.8540877465523, 35.8580106592425, 35.8606633368858, 35.7702648736407, 35.7615943797566, 35.6014753464308, 35.5790123896756, 35.5173101006226, 35.5496150478098, 35.5988572738859, 35.6247648366353, 35.5752809965192, 35.5536025083331, 35.5509512293989, 35.5655151580252, 35.5304278158801, 35.5445566941833, 35.5428549832919, 35.5392805045709, 35.5270166752955, 35.5221297930395, 35.5103920855885, 35.5131937516492
)))"
Muskogee,Oklahoma,40101,"list(list(c(-95.1258240997825, -95.1294183158425, -95.0720048314102, -95.085997931326, -95.0831903078008, -95.1057899236121, -95.1435191681603, -95.1388270172886, -95.1723828766159, -95.2189250243527, -95.2521984480571, -95.2978320565503, -95.3397882516962, -95.3404799910347, -95.7069994756925, -95.7129165848807, -95.7610369426789, -95.760288322505, -95.6487878982287, -95.6405024637697, -95.6149736403526, -95.5976008449041, -95.487389408737, -95.4302268630718, -95.3713627101233, -95.2696113916362, 
-95.1298903024458, -95.1258240997825, 35.6443947340819, 35.5350312782363, 35.4690290466941, 35.4537055672416, 35.4358680895594, 35.3918124321074, 35.384736414753, 35.3609098202677, 35.3391090227445, 35.2719247266305, 35.271905714548, 35.3000964885314, 35.3058530051974, 35.5630750323558, 35.5574137315143, 35.7338730539786, 35.7356012885381, 35.8609292470202, 35.8632559218433, 35.7998173686046, 35.7798015310642, 35.7759791182105, 35.8063589754883, 35.803264979233, 35.8186990085057, 35.8201366742081, 
35.81993945623, 35.6443947340819)))"
Okmulgee,Oklahoma,40111,"list(list(c(-95.760288322505, -95.7610369426789, -95.7129165848807, -95.7069994756925, -95.8223905905465, -95.8259322255064, -95.8751584441344, -95.8787603789962, -95.9775639440314, -96.0837524857122, -96.0849480711383, -96.1822634615327, -96.1851154811197, -96.1851383785051, -96.0335982495218, -95.8193801024028, -95.760288322505, 35.8609292470202, 35.7356012885381, 35.7338730539786, 35.5574137315143, 35.5583648536783, 35.4730874269475, 35.472092323154, 35.3845391967748, 35.384310844569, 35.383337446668, 
35.5582582927692, 35.5582520244804, 35.648266308969, 35.8626032427505, 35.8599182393866, 35.8607494351993, 35.8609292470202)))"
Warren,Tennessee,47177,"list(list(c(-85.5464905604114, -85.6192461219464, -85.7406708014692, -85.7972595137896, -85.7975110742051, -85.8204993757243, -85.8711220758432, -85.9526758282195, -85.9515392993984, -85.9854840516498, -85.9951282542592, -85.9825928164049, -85.9821504099082, -85.9984625176493, -85.9974173711537, -85.9799074504128, -85.978946174657, -85.9894903688435, -85.9865988745784, -85.9720186794837, -85.955020012808, -85.9019715885425, -85.8781673215982, -85.8173748668898, -85.7836368645598, -85.7351432586575, 
-85.6672168696786, -85.5973068004217, -85.6104523862524, -85.5875559850992, -85.5757142551371, -85.5830305396264, -85.5727762408446, -85.5464905604114, 35.5521110700378, 35.5454372592456, 35.5380095442674, 35.5257157722572, 35.5089199701999, 35.5246250900109, 35.5302752011799, 35.5886091397848, 35.613095096084, 35.6626928532828, 35.699305461761, 35.7007511052855, 35.7102723769093, 35.7130265904698, 35.7234366121941, 35.7220098771441, 35.7306080007851, 35.7354602261387, 35.7489982275681, 35.7453857764863, 
35.7816546651628, 35.835451398778, 35.8465327490493, 35.8587393866652, 35.8517854196277, 35.8561607369943, 35.8290158865671, 35.7972245246269, 35.7622369052577, 35.7551262310009, 35.7097770784882, 35.6777718694732, 35.6678954811591, 35.5521110700378)))"
Decatur,Tennessee,47039,"list(list(c(-88.175416517837, -88.1732497620836, -88.0396841324669, -88.0185115625299, -88.0223186413879, -88.0082036465673, -88.0074178828972, -87.9943558569821, -87.9922423557813, -87.9712988633067, -87.9980252407033, -88.0251867720312, -88.0273609875663, -88.0157331564829, -88.014969979374, -88.0287945089455, -87.9665814838677, -87.9858459556202, -88.028449701259, -88.0399322738158, -88.0470735642598, -88.0230325010513, -88.0010362468874, -87.967550115797, -87.9734705922478, -87.991682302311, 
-88.0069491081443, -88.0259621748935, -88.0486757077874, -88.0666740888162, -88.1078435360151, -88.1869629647744, -88.2037253532262, -88.2157497960355, -88.2420339741515, -88.2397155879747, -88.2287291427036, -88.2128899540385, -88.2187346411796, -88.1862864040194, -88.175416517837, 35.8217273172389, 35.8484754005281, 35.8582521178703, 35.8380269920106, 35.817199177956, 35.8138498913945, 35.824729205912, 35.8254730601143, 35.8177293922996, 35.8151927557047, 35.7547271326811, 35.7278418722955, 35.7033636347982, 
35.6896043783164, 35.6705352077926, 35.6289561978578, 35.5147052381078, 35.4836353510248, 35.4710091524934, 35.4611675246898, 35.4421899437077, 35.4300899188049, 35.4289072843887, 35.4098648447492, 35.3963230098209, 35.3883885995331, 35.3863134851255, 35.395174928699, 35.4172462987201, 35.420187421255, 35.3911776254081, 35.3830071959166, 35.392269136519, 35.4155496128206, 35.4299040459114, 35.5365369626425, 35.5513985572794, 35.5516807856863, 35.5739808705415, 35.6194621233547, 35.8217273172389)))"
Maury,Tennessee,47119,"list(list(c(-87.2087129938635, -87.292439822086, -87.2642479084137, -87.2790185869615, -87.2572207940726, -87.2756691449878, -87.2816276974076, -87.3148773948619, -87.3253602530656, -87.3456091051755, -87.3471654021281, -87.3279082347452, -87.3328901774136, -87.2951083517653, -87.2570368379285, -87.2487892204183, -87.2546486717106, -87.2288606726843, -87.2138072994934, -86.9580717374425, -86.9514264188719, -86.9424006528853, -86.9473217258074, -86.9338097818098, -86.9289802466255, -86.9172078304681, 
-86.9234564337046, -86.8106076020859, -86.7829885892858, -86.7885200692044, -86.8047633811812, -86.8089291512082, -86.8095243796213, -86.8220141263128, -86.834229104379, -86.838639026844, -86.857850399456, -86.8696762255781, -86.8788013517123, -86.9144697797678, -86.9154234921338, -86.9420431532092, -86.9533504208965, -86.9919104468252, -87.0207120940415, -87.0937424760057, -87.1176687414628, -87.1460126999908, -87.1718314188125, -87.2102159326555, -87.2087129938635, 35.4407161705898, 35.4545673274376, 
35.4917142945826, 35.5083345327502, 35.5192748206222, 35.5264309270216, 35.5546855753856, 35.5584809983347, 35.5877236015347, 35.5917250491487, 35.6167220004929, 35.637248366842, 35.6609407370611, 35.6947380550162, 35.6985641977608, 35.7092984609679, 35.7221192354713, 35.7316137244067, 35.8552258812987, 35.7783191584758, 35.7904304766592, 35.7888740760984, 35.7776324441291, 35.774618795939, 35.7831367787311, 35.7792496108281, 35.7621372860898, 35.7301279327517, 35.7099827405248, 35.6978523066509, 
35.7032157860696, 35.6974100037622, 35.6325082454297, 35.583311296084, 35.5735993855951, 35.5446427406928, 35.5123864893027, 35.5299032999808, 35.4946944773632, 35.4759573189281, 35.4646279309159, 35.4624804980693, 35.4282215025147, 35.4231444476299, 35.4400968014944, 35.4520485632363, 35.4634277867344, 35.4599109141053, 35.4468040776961, 35.4470980656199, 35.4407161705898)))"
Wilson,North Carolina,37195,"list(list(c(-78.0650428266638, -78.1246156588718, -78.1621614135124, -78.1615204939365, -78.1866451422379, -77.8727510500596, -77.8446280357598, -77.8298492757819, -77.7668357228828, -77.7547045637523, -77.7571919347057, -77.7328459011171, -77.670916192331, -77.6980243136942, -77.8259969201934, -77.8268819922072, -78.0018458874651, -78.0601979574838, -78.0650428266638, 35.5821982344927, 35.5976779549282, 35.6831410991404, 35.7094507130398, 35.7252699053457, 35.8448634674866, 35.835731244199, 35.8546518925418, 
35.8370207503486, 35.824993199297, 35.7982601391793, 35.7397054117583, 35.6704240363239, 35.6541582413941, 35.5744165425132, 35.5830605127291, 35.5761559667452, 35.5948285773472, 35.5821982344927)))"
Rowan,North Carolina,37159,"list(list(c(-80.2980200462775, -80.7263096832799, -80.7659138196234, -80.7057596424848, -80.6347271869096, -80.6073443487252, -80.5721104011484, -80.5265077714708, -80.4884737637586, -80.4565514930108, -80.37703602237, -80.3260622980798, -80.3253685901878, -80.2855580665512, -80.2509960173659, -80.2089880181806, -80.1816828342514, -80.2980200462775, 35.49503980309, 35.5077063569681, 35.6821764043181, 35.8517958322397, 35.8403977520712, 35.8223964700163, 35.8139508574673, 35.7819459074725, 35.7757546513077, 
35.7459352619325, 35.7108245043616, 35.7141506345175, 35.6832937656446, 35.6371132101031, 35.624940504133, 35.5746515774401, 35.505258926929, 35.49503980309)))"
Perry,Tennessee,47135,"list(list(c(-87.6555994003541, -87.6453758731718, -87.6494274152919, -87.6603530426207, -87.683562340172, -87.6902996109126, -87.7106172069827, -87.7102434408382, -87.7300727838367, -87.8014321229008, -87.8374664428868, -87.886516838605, -87.9059492590533, -87.9884628366722, -88.0230325010513, -88.0470735642598, -88.0399322738158, -88.028449701259, -87.9858459556202, -87.9665814838677, -88.0287945089455, -88.014969979374, -88.0157331564829, -88.0273609875663, -88.0251867720312, -87.9980252407033, 
-87.9712988633067, -87.9508286007323, -87.9184940216346, -87.9152894755592, -87.8471334392735, -87.8388553091841, -87.8177897663926, -87.806696293976, -87.7186728387228, -87.7349313810872, -87.7174214085422, -87.7099368645328, -87.7388531540885, -87.7459718579714, -87.7125084688544, -87.6905580612653, -87.6555994003541, 35.6155682209266, 35.5940730672361, 35.5669054748356, 35.5593600610799, 35.558356565032, 35.5126156703731, 35.5138322882392, 35.5056576108165, 35.5032350985205, 35.4956552350785, 
35.4752890986234, 35.4795957756377, 35.4685143217583, 35.465512174065, 35.4300899188049, 35.4421899437077, 35.4611675246898, 35.4710091524934, 35.4836353510248, 35.5147052381078, 35.6289561978578, 35.6705352077926, 35.6896043783164, 35.7033636347982, 35.7278418722955, 35.7547271326811, 35.8151927557047, 35.8453321904354, 35.8444511073327, 35.8348802592432, 35.8117181033677, 35.8270300823235, 35.8303641384975, 35.8442723315926, 35.8466149102559, 35.732957987426, 35.730425236134, 35.7112530791798, 
35.7103221087871, 35.6718555891497, 35.6500249524997, 35.6446961299833, 35.6155682209266)))"
Rhea,Tennessee,47143,"list(list(c(-85.1332278765398, -85.1164427461147, -85.1396982010652, -85.1082260038119, -85.1068604493324, -85.0523768459584, -85.0282668833775, -84.9918578129702, -84.9704716549786, -84.9747824245121, -84.8998128101357, -84.7930808440813, -84.782368649395, -84.7745937437445, -84.738230312696, -84.7481715078634, -84.7133037630414, -84.7033164622789, -84.7059182165514, -84.7278157322162, -84.7394968696561, -84.7453182449795, -84.7633320118079, -84.7759745804157, -84.7825440060684, -84.7683528593099, 
-84.798734529729, -84.7954996782905, -84.8099732606721, -84.8585973609497, -84.8708430588114, -84.8786864494019, -84.8531957019539, -84.8596351512717, -84.8966772152368, -84.9058936200886, -84.9387928114121, -84.9552425624859, -84.9707081922227, -84.9791999621708, -84.9842122620062, -85.0185992653423, -85.0623251382793, -85.0923248575156, -85.1079048705715, -85.1332278765398, 35.4667051692892, 35.4833488228826, 35.501926010444, 35.5475577021877, 35.5811231452624, 35.6222459688259, 35.6276973596996, 
35.6781086993376, 35.6754767951142, 35.6888128643979, 35.7754223801987, 35.830748420862, 35.8294134307658, 35.8082076026355, 35.7904010519648, 35.7585444169349, 35.753509271518, 35.7499235513205, 35.7445753540934, 35.6850354174504, 35.6795993605724, 35.695277697695, 35.6973641571873, 35.6765128759029, 35.6345206769496, 35.6076043341404, 35.5833692648041, 35.5532523130265, 35.5479230760778, 35.5580200977959, 35.5521376973141, 35.5347236140461, 35.507372531738, 35.4944483563718, 35.4804481593026, 35.4494538543131, 
35.4380057832466, 35.4463635879488, 35.4714945045389, 35.4618204628028, 35.4152127829562, 35.4165246684508, 35.4418039000058, 35.4311109764222, 35.454864734428, 35.4667051692892)))"
Van Buren,Tennessee,47175,"list(list(c(-85.4272622167485, -85.4563235058105, -85.5053748340013, -85.5464905604114, -85.5727762408446, -85.5830305396264, -85.5757142551371, -85.5875559850992, -85.6104523862524, -85.5973068004217, -85.5668571631029, -85.5291517484128, -85.5145030165739, -85.4567312036009, -85.3461156959262, -85.2599996136009, -85.2727105117367, -85.2640124581036, -85.2715656942693, -85.2485161603755, -85.2655452878264, -85.2610817481807, -85.4272622167485, 35.5703254221069, 35.5558752033471, 35.5593618224172, 
35.5521110700378, 35.6678954811591, 35.6777718694732, 35.7097770784882, 35.7551262310009, 35.7622369052577, 35.7972245246269, 35.804392027915, 35.7981433728744, 35.8176323633338, 35.825669811856, 35.8027782284785, 35.830163864081, 35.8160839405951, 35.7989675233377, 35.7856123383635, 35.7716163892255, 35.7408890822553, 35.7293725262487, 35.5703254221069)))"
Pitt,North Carolina,37147,"list(list(c(-77.4735727966253, -77.5042523402712, -77.5036269101031, -77.5207404263342, -77.5231210291624, -77.549267978378, -77.5643366855646, -77.6338281781829, -77.6980243136942, -77.670916192331, -77.5052087464472, -77.4729279399425, -77.454403178069, -77.4266848569253, -77.4182694461313, -77.4053829841059, -77.3964945506279, -77.3577894215848, -77.2641892096825, -77.2605040257292, -77.2073480044738, -77.1781413014731, -77.1771034075431, -77.191920295294, -77.1952008896992, -77.1751192092246, 
-77.1868916771861, -77.1743633364853, -77.1517333635069, -77.148025023148, -77.119070087779, -77.10344386552, -77.1470783043274, -77.1718897972104, -77.1946402145804, -77.2108834747531, -77.2402271476341, -77.2439805575073, -77.2638710292723, -77.2934820628008, -77.3539004923445, -77.3858459194979, -77.401174061314, -77.4436332218787, -77.4735727966253, 35.4216906190672, 35.4849951552559, 35.5040532397152, 35.5166680931619, 35.530339749013, 35.5258879170802, 35.5321018634144, 35.5879859371904, 35.6541582413941, 
35.6704240363239, 35.7669123752287, 35.799817834841, 35.7939738211524, 35.8083552441478, 35.8222444769646, 35.8174228159943, 35.828576950941, 35.8154699073157, 35.7829388354964, 35.7592497289318, 35.7552865126989, 35.7323529680494, 35.7146225175127, 35.7122535705934, 35.7000734048416, 35.6764455306516, 35.6644675042617, 35.6355716254976, 35.6200461102913, 35.5981652755272, 35.5856609719006, 35.5503488002243, 35.5477509312548, 35.5192860102947, 35.4231172505092, 35.3958038815417, 35.3801482863924, 
35.3543531902127, 35.3502753316405, 35.3741135302306, 35.3237176800003, 35.3294246202005, 35.342932471679, 35.354758194193, 35.4216906190672)))"
Henderson,Tennessee,47077,"list(list(c(-88.3623010406091, -88.3589829918834, -88.4099571824099, -88.4200133307409, -88.4719414408495, -88.5290268503001, -88.5618038876986, -88.5860507165518, -88.6053458562956, -88.6060861878231, -88.5970070118719, -88.5978007015601, -88.6051403496711, -88.6069420941627, -88.5927511028162, -88.5873572662303, -88.5679400761696, -88.175416517837, -88.1862864040194, -88.2187346411796, -88.2128899540385, -88.2287291427036, -88.2397155879747, -88.2420339741515, -88.24217130666, -88.3623010406091, 
35.4270360706803, 35.4982658996458, 35.4892141798355, 35.4970227063075, 35.5002081884963, 35.5424434001986, 35.5889965821958, 35.5955386553157, 35.5897901164718, 35.6233774726552, 35.6251207303862, 35.6537186323155, 35.6555877738623, 35.7917269763541, 35.7925280222159, 35.8169875066509, 35.8272716963634, 35.8217273172389, 35.6194621233547, 35.5739808705415, 35.5516807856863, 35.5513985572794, 35.5365369626425, 35.4299040459114, 35.4217370354865, 35.4270360706803)))"
Catawba,North Carolina,37035,"list(list(c(-80.961231470171, -81.5234568766519, -81.4955098924781, -81.4055339947827, -81.3764655049592, -81.3279414382817, -81.1412065773795, -81.1270840191692, -81.1086890264145, -81.0720058608346, -81.0545797590295, -81.0033776825335, -80.9310718318649, -80.961231470171, 35.5436986120741, 35.5613919191146, 35.606680409097, 35.6976418268386, 35.7501663050493, 35.7951911642751, 35.8234512520632, 35.7891001489265, 35.7720333599389, 35.7437820788375, 35.7135354615492, 35.6971897847905, 35.6197261685437, 
35.5436986120741)))"
Haywood,Tennessee,47075,"list(list(c(-89.5119538453032, -89.4678319822888, -89.4694951509748, -89.435474920238, -89.4462325988709, -89.4388395925992, -89.4019355345952, -89.355425764383, -89.3480861162719, -89.2682350590637, -89.1985465038795, -89.0662951945472, -89.076770282145, -89.1845608119413, -89.1869717201325, -89.4769421888597, -89.4655965343791, -89.5119538453032, 35.5918119763269, 35.6008867489348, 35.6861933931439, 35.7351844214328, 35.7537961104844, 35.7850950750298, 35.8200100651357, 35.8190522602506, 35.7999866642055, 
35.7621982076402, 35.7538737647395, 35.6885770524104, 35.4344858541792, 35.4357304462266, 35.3998807040331, 35.4043801438781, 35.5400738316308, 35.5918119763269)))"
Buncombe,North Carolina,37021,"list(list(c(-82.2579380704253, -82.3227133232935, -82.3708029094922, -82.3646764083766, -82.3735268176897, -82.4089052985365, -82.4747641364975, -82.5193593330202, -82.5267447759022, -82.5509765297798, -82.5637791728695, -82.6185295670465, -82.6688321700059, -82.7140071055339, -82.7437394641227, -82.7807359923372, -82.794576581161, -82.7704838693251, -82.7718887430705, -82.8131966624669, -82.822962656373, -82.8447220624687, -82.8653836891647, -82.8809719908668, -82.8431296581005, -82.8054849577446, 
-82.7661622209434, -82.5004024736539, -82.4056656293224, -82.3751012978602, -82.3452461118939, -82.3416971207603, -82.3216914886156, -82.2814215149533, -82.2790479574745, -82.2890266587665, -82.2840815487702, -82.2651820364755, -82.2905116215569, -82.2678433135893, -82.1705406151846, -82.2227425614458, -82.2274345051014, -82.2399930993612, -82.2579380704253, 35.4638491607911, 35.4952778426512, 35.4788887023035, 35.4635764643275, 35.4574956543747, 35.4690383714212, 35.4445203484216, 35.4440312664854, 
35.4284368001025, 35.4270095470121, 35.4385370854751, 35.4377880508689, 35.4552768873657, 35.4392619793989, 35.4181435446831, 35.4417970100686, 35.4650773827621, 35.5328412106652, 35.5713995788646, 35.6176399680717, 35.6214925826804, 35.6132525285599, 35.6359073156731, 35.6736644307946, 35.6918304496949, 35.6850105515115, 35.6941053722826, 35.7962379684999, 35.8140851853416, 35.8165158308719, 35.8053091148251, 35.7636227669206, 35.7399647945837, 35.720320340202, 35.6976728574583, 35.6716070851725, 
35.6390224997805, 35.6126064803841, 35.5894204428464, 35.5689782580614, 35.5285867003186, 35.515814362592, 35.483041935753, 35.4682746244679, 35.4638491607911)))"
